Price,risk_adj_ret,label
2015-04-27,-0.7422645008454847,0
2015-04-28,-1.3818538280678891,-1
2015-04-29,1.065339757593841,1
2015-04-30,3.1451328866016843,1
2015-05-01,3.5253648890701674,1
2015-05-04,2.8316770196681844,1
2015-05-05,3.72938783268929,1
2015-05-06,4.069624894986892,1
2015-05-07,2.981524016495378,1
2015-05-08,1.9675232447720228,1
2015-05-11,1.7358933223592068,1
2015-05-12,2.5630970405071962,1
2015-05-13,2.060509141412334,1
2015-05-14,1.2183833563768036,1
2015-05-15,0.4176359121710747,0
2015-05-18,-1.7002274707894935,-1
2015-05-19,-1.8642855156670919,-1
2015-05-20,-4.5786486843431415,-1
2015-05-21,-4.0396232634825875,-1
2015-05-22,-2.528796459660489,-1
2015-05-26,-1.1071318689605747,-1
2015-05-27,-0.7500942626717295,-1
2015-05-28,0.1689283954357039,0
2015-05-29,-1.7277457949680874,-1
2015-06-01,-0.43668909861303856,0
2015-06-02,5.205687495302569,1
2015-06-03,1.7996900838663057,1
2015-06-04,4.630008463769144,1
2015-06-05,4.03138561394802,1
2015-06-08,3.5938653930834197,1
2015-06-09,5.7883616503663164,1
2015-06-10,1.088687464514085,1
2015-06-11,2.741494077372677,1
2015-06-12,4.812506377994688,1
2015-06-15,1.7410657080803666,1
2015-06-16,0.32455220826262876,0
2015-06-17,2.639084234877135,1
2015-06-18,0.5901726677708309,0
2015-06-19,1.2929913298337035,1
2015-06-22,0.31214177686512673,0
2015-06-23,-2.673392011863583,-1
2015-06-24,0.1081159263233472,0
2015-06-25,-0.08817436318327994,0
2015-06-26,-0.35351860016770237,0
2015-06-29,1.8035084475716259,1
2015-06-30,1.7112106192194791,1
2015-07-01,0.7263734762674489,0
2015-07-02,1.004198537593547,1
2015-07-06,0.23319511664360243,0
2015-07-07,0.07754285534721346,0
2015-07-08,0.8739069631003684,1
2015-07-09,-0.004993366002790706,0
2015-07-10,-2.4373198918757026,-1
2015-07-13,-2.755133025973488,-1
2015-07-14,-2.0894937989946163,-1
2015-07-15,-2.5436478787252876,-1
2015-07-16,-2.5792083153437875,-1
2015-07-17,-1.4535899228544171,-1
2015-07-20,-1.0874602646436136,-1
2015-07-21,-0.012124988587767092,0
2015-07-22,1.9665870818601539,1
2015-07-23,1.7717458481780526,1
2015-07-24,2.4713964836426654,1
2015-07-27,3.6006600206765484,1
2015-07-28,0.5692366024152679,0
2015-07-29,-0.1965659816912605,0
2015-07-30,-0.025461085509840373,0
2015-07-31,-0.24010405848918615,0
2015-08-03,1.8248150520905926,1
2015-08-04,2.95821194682386,1
2015-08-05,-0.4637523744966549,0
2015-08-06,-1.2682003734407152,-1
2015-08-07,-3.018304622994117,-1
2015-08-10,-6.85334768532146,-1
2015-08-11,-7.023156608112772,-1
2015-08-12,-5.939978598597979,-1
2015-08-13,-2.0460174091326686,-1
2015-08-14,-2.8096543135057597,-1
2015-08-17,-6.051752957663797,-1
2015-08-18,-7.906483896051634,-1
2015-08-19,-5.456073188870713,-1
2015-08-20,-3.8316617057618036,-1
2015-08-21,-2.288362652568115,-1
2015-08-24,2.9948226475969215,1
2015-08-25,2.321942925175858,1
2015-08-26,1.5398512539675981,1
2015-08-27,0.47924466073366223,0
2015-08-28,0.30099105296597134,0
2015-08-31,1.4406834053463276,1
2015-09-01,2.8942738926306877,1
2015-09-02,3.0519056783356335,1
2015-09-03,2.791726972449864,1
2015-09-04,3.938281275018183,1
2015-09-08,2.41756696461932,1
2015-09-09,3.150970077924033,1
2015-09-10,1.6348718579867387,1
2015-09-11,-0.9345003510156519,-1
2015-09-14,-2.409470392388842,-1
2015-09-15,-2.671787959116971,-1
2015-09-16,-2.3395945971085133,-1
2015-09-17,-3.7050948675099913,-1
2015-09-18,-2.014846760757958,-1
2015-09-21,-2.2859094701887503,-1
2015-09-22,-4.29681254029343,-1
2015-09-23,-4.857379612459826,-1
2015-09-24,-3.7935893854257583,-1
2015-09-25,1.9195505540133055,1
2015-09-28,4.876549928593553,1
2015-09-29,4.242020301866195,1
2015-09-30,2.6742857335297625,1
2015-10-01,1.5161861826494218,1
2015-10-02,0.508809771035404,0
2015-10-05,0.44012811456390977,0
2015-10-06,1.8678744007871428,1
2015-10-07,0.6599614350320109,0
2015-10-08,-0.8936490204415295,-1
2015-10-09,-1.3090945141956667,-1
2015-10-12,-2.4859812892792323,-1
2015-10-13,-2.209905034410618,-1
2015-10-14,-1.1152544525447672,-1
2015-10-15,-0.21088226427046602,0
2015-10-16,-0.9496437197003686,-1
2015-10-19,-0.9127873272840417,-1
2015-10-20,-1.2395544428336391,-1
2015-10-21,-1.9492273783888276,-1
2015-10-22,1.2701519707304922,1
2015-10-23,-0.4640890238144024,0
2015-10-26,-1.0051874579409161,-1
2015-10-27,-1.747567352588878,-1
2015-10-28,-2.373632290576276,-1
2015-10-29,-3.18938661999146,-1
2015-10-30,-3.111697858062083,-1
2015-11-02,-2.2671484975757394,-1
2015-11-03,-1.5290471880364984,-1
2015-11-04,1.2429993769728171,1
2015-11-05,-2.524578779147746,-1
2015-11-06,-1.0309543616004004,-1
2015-11-09,-1.2261655069258344,-1
2015-11-10,-1.5668558160321837,-1
2015-11-11,-0.08644799381200974,0
2015-11-12,1.0214207976590868,1
2015-11-13,0.8634398829499824,1
2015-11-16,1.6175303733358513,1
2015-11-17,2.139732742723957,1
2015-11-18,-0.9642969119404023,-1
2015-11-19,4.45745644037666,1
2015-11-20,1.2945969686851597,1
2015-11-23,1.5249924422048429,1
2015-11-24,0.8422351693167702,1
