Price,ret_1d,ret_3d,ret_5d,ret_10d,log_ret_1d,log_ret_5d,cum_ret_5d,cum_ret_10d,vol_5d,vol_10d,vol_20d,vol_ratio_5_20,vol_ratio_10_20,hl_vol_5d,hl_vol_10d,rsi_14,rsi_divergence,dmi_spread,roc_5d,roc_10d,mom_slope_5d,mom_slope_10d,dist_sma_20,dist_sma_50,trend_alignment,dist_ema_20,dist_ema_50,price_range_pos_20,volume_zscore,volume_change_1d,volume_change_5d,volume_price_corr_10d,vol_weighted_momentum,ad_momentum_14d,volume_surprise,parkinson_vol,garman_klass_vol,atr_percentile,lr_slope_conf_20,obv_divergence
2023-06-26,-0.005229986305950063,-0.025819186448236664,-0.029631717178479677,-0.013358958346436967,-0.00524371055700712,-0.03007960653039099,-0.029631717178479677,-0.013358958346436633,0.007892873027166274,0.008221974307646894,0.009418718419081776,0.8379096567448843,0.8728471427544395,0.016494893476161943,0.017333907748546033,42.6629729789152,0.0647881167255373,-0.1374823449126563,-0.029631717178479677,-0.013358958346436967,-0.005972664728099164,-0.0013134245221356421,-0.007799693885289937,0.0028195808536689826,0.5,-0.009136666272235241,0.0048846893771395325,0.41897217611736326,0.1630286759560848,-0.015453787517865636,0.06169258597253591,0.2242874123140726,0.0013988561256542817,0.1742974386533367,1.015723861627913,0.006769392870828961,6.159649920215753e-05,0.4441197954711468,0.0011195724121258117,-1377188.9503824038
2023-06-27,0.002448799211983488,-0.021992575754681498,-0.028409734626129723,-0.012906569327652995,0.0024458057890583973,-0.028821101074886002,-0.028409734626129834,-0.012906569327652773,0.008193255088093378,0.008243735021123202,0.009418785276673518,0.8697921287423153,0.8751510548268439,0.017853764325730624,0.01790573404318662,50.500101136777374,-0.16773427441812278,0.010415460138323035,-0.028409734626129723,-0.012906569327652995,-0.005720505976428325,-0.0012674818773398377,-0.006619341383388383,0.003796335637552339,0.5,-0.006075052744858123,0.007055360996324459,0.4609284411456447,-0.5362242603977817,-0.15018902162407377,-0.3897491584319688,0.25949812977583564,0.0013990941769948845,0.19585913952046186,0.8745699100066517,0.010034783294908122,0.00013754896488012426,0.45361577794010227,0.0005290899746330297,-1766245.7687493528
2023-06-28,7.161504957720055e-05,-0.0027225793227728667,-0.02336367638947834,-0.012765976981417682,7.161248534170994e-05,-0.023640934097328703,-0.02336367638947834,-0.01276597698141757,0.00860720498751509,0.008246154805989357,0.009228712625673142,0.9325539522837907,0.8934357049267229,0.016917885141802515,0.017722816673463777,49.28267187937812,-0.049978511311947416,0.010415460142895187,-0.02336367638947834,-0.012765976981417682,-0.004687077362651992,-0.0012532398221143382,-0.007348736874185235,0.00380017651781349,0.5,-0.005435183178365401,0.006846058709204929,0.4622487231201521,-0.6519483250970938,-0.03270579024164566,-0.0325795505777946,0.3282749491043007,0.0009847458866366913,0.18008123918129093,0.8585613902830144,0.005609146512026401,4.281775408134058e-05,0.44338933528122715,0.00020511787239292084,-2026346.2441665225
2023-06-29,-0.004382038929757193,-0.0018724946192147929,-0.02620850922936846,-0.02415173092570322,-0.004391668203211907,-0.026558073441121266,-0.02620850922936857,-0.02415173092570322,0.008432222747650554,0.007719004108153235,0.009272785296251109,0.9092536087782027,0.8323466482746384,0.015358488568889096,0.01664076494735024,38.3593075845292,-0.19765784551983767,-0.12529166507063091,-0.02620850922936846,-0.02415173092570322,-0.005268796693428968,-0.002414881594355267,-0.012096608960603642,-0.00041975305763074434,0.0,-0.00886897182941983,0.002338345116506026,0.3814564682028519,-0.9373917927101402,-0.07301937699288696,-0.23854329320505718,0.5170950291850318,0.0006636391145071598,0.13807269295643576,0.811649019991354,0.005416939485997064,3.4170587182133767e-05,0.4379108838568298,3.58930663943365e-05,-2185577.681998139
2023-06-30,0.03492302204515996,0.03046174035731264,0.027582636148674844,0.013711166790718154,0.03432704911579254,0.02720908862997362,0.027582636148674844,0.013711166790718377,0.01671269538826885,0.014060222807287493,0.011550333579819112,1.4468195618094655,1.2171947689097615,0.01529831051304166,0.017202764100527505,59.768393567008374,-0.28443192301336023,0.15930164163963423,0.027582636148674844,0.013711166790718154,0.005566282214202678,0.001450636100603253,0.019598546247960782,0.034185769979873486,0.5,0.023235509271508237,0.03582613176811567,1.0,2.5437209832620584,1.0404836874553487,0.5308083214228998,0.6329523642155601,0.004400888927227137,0.19380350342440145,1.5587486615194104,0.01572424537145764,0.00012569996881611075,0.46639883126369613,1.2270835790466903e-05,-1923435.4352576016
2023-07-03,0.014013779110475078,0.0448275781896641,0.04746115975093379,0.016423086909751916,0.013916493943010089,0.04636929312999083,0.04746115975093401,0.016423086909752138,0.015795513895858718,0.014295050019820552,0.011562147956166871,1.366021947979541,1.2362593710648404,0.016327837087067743,0.016411365281614836,64.24440083001542,-0.06376357428360918,0.2279757837775024,0.04746115975093379,0.016423086909751916,0.009415035297487707,0.001721185284694271,0.031006641097793143,0.04804083330394732,0.5,0.033875119002364514,0.048272476181788496,1.0,1.8442044739583652,-0.07847917423102857,0.43281415393921074,0.7841188577286179,0.004512871399903152,0.24594268413090914,1.3790988372275366,0.009703387233487753,0.00011756710869307876,0.4618334550766983,2.533013111183642e-05,-375359.4309128303
2023-07-05,0.008044706064037621,0.05786853002493442,0.05330833627079046,0.023384125957847113,0.00801251991969476,0.05193600726062719,0.05330833627079068,0.023384125957847113,0.015371073150944577,0.01443043579695745,0.010830706093011455,1.419081446537946,1.3322403389681956,0.014933695461098965,0.01639372989341479,66.78636069155257,0.24055821008696499,0.3137651093980363,0.05330833627079046,0.023384125957847113,0.010534216667898532,0.002406855345735104,0.037043890404382364,0.05558964877522353,1.0,0.03802124086259868,0.05436088943601473,1.0,-0.6182807589163494,-0.435607339862659,-0.04841216176139129,0.4276184028770142,0.0035372030384347507,0.19791439853474202,0.7951379988818923,0.006057213876827327,4.768361760403918e-05,0.4364499634769905,0.00013659672589797493,2359948.6506389156
2023-07-06,-0.006661642427361003,0.015361882728410992,0.046216647911687225,0.021773180716593954,-0.006683930204555821,0.04518046457072966,0.046216647911687225,0.021773180716594176,0.016749953323792637,0.014529066345630953,0.010667816964689993,1.5699916288028049,1.3618254389138946,0.014511204241044035,0.01571454469142327,60.83992263717144,0.4636165912507604,0.1516377222982344,0.046216647911687225,0.021773180716593954,0.009187565172510893,0.00225024390492945,0.0277570258048211,0.047789197744415264,1.0,0.02806067844649232,0.045396484680380086,0.8782215155776786,-0.23835400770146176,0.11385509125361515,0.09576894775570266,0.35664792990508004,0.0036562890626760758,0.14578422663555357,0.8954184634098993,0.004434926385355074,2.560801679215586e-05,0.435354273192111,0.00019828003825084396,3944987.169633177
2023-07-07,-0.009886415393007053,-0.00857008643074475,0.04043253139571479,0.01316434579409509,-0.0099356105084496,0.03963652226549197,0.04043253139571479,0.01316434579409509,0.017999074229446892,0.015004439225908538,0.011014232822304544,1.6340166857845162,1.3621536165378478,0.015466517241211092,0.015412502905050088,57.69086295724802,0.5782312508405725,-0.029504944267086903,0.04043253139571479,0.01316434579409509,0.00808668987986092,0.0014089465932159762,0.015856427097591285,0.036913537929549274,1.0,0.016164829914741392,0.033640055937091906,0.6986963618791274,0.08503241477532031,0.08669375146895875,0.2845632789140846,0.33819761370480955,0.0030561764683356665,0.23354718126664364,0.9755499649507319,0.008223226522592398,9.306236735127293e-05,0.45325054784514246,0.0001931559451564135,4243782.174989451
2023-07-10,0.007890246699828074,-0.008721999965121685,0.013255844546470108,0.04120411183211359,0.007859281478840963,0.013168754628540391,0.013255844546470108,0.04120411183211381,0.01036294323214979,0.013197826990248457,0.010953369433532666,0.9460100186531553,1.2048002461783236,0.014125049165934874,0.014711679839488262,56.548008517365666,0.631878089850632,0.10373798564951428,0.013255844546470108,0.04120411183211359,0.0026801348107945433,0.004123208512498611,0.02220057617334638,0.04394476147373836,1.0,0.021829239269235294,0.040090971665745205,0.8405570475350728,-0.21987270187636154,-0.07497811421803391,-0.4176630011930079,0.2990402224017189,0.0029606653564336134,0.16832088272096346,0.9108713950753945,0.0118103213509893,0.00018992700526878918,0.45836376917458,0.00028939398789205254,4263299.13366977
