Price,open,high,low,close,adj_close,volume
2015-01-02,78.58000183105469,78.93000030517578,77.69999694824219,78.44999694824219,77.90579223632812,18177500.0
2015-01-05,77.9800033569336,79.25,76.86000061035156,77.19000244140625,76.65455627441406,26452200.0
2015-01-06,77.2300033569336,77.58999633789062,75.36000061035156,76.1500015258789,75.62176513671875,27399300.0
2015-01-07,76.76000213623047,77.36000061035156,75.81999969482422,76.1500015258789,75.62176513671875,22045300.0
2015-01-08,76.73999786376953,78.2300033569336,76.08000183105469,78.18000030517578,77.63768768310547,23961000.0
2015-01-09,78.19999694824219,78.62000274658203,77.19999694824219,77.73999786376953,77.20073699951172,21157000.0
2015-01-12,77.83999633789062,78.0,76.20999908447266,76.72000122070312,76.18780517578125,19190200.0
2015-01-13,77.2300033569336,78.08000183105469,75.8499984741211,76.44999694824219,75.91967010498047,25179600.0
2015-01-14,76.41999816894531,77.19999694824219,76.02999877929688,76.27999877929688,75.75084686279297,25918600.0
2015-01-15,76.4000015258789,76.56999969482422,73.54000091552734,74.05000305175781,73.53632354736328,34134000.0
2015-01-16,74.04000091552734,75.31999969482422,73.83999633789062,75.18000030517578,74.65848541259766,21791500.0
2015-01-20,75.72000122070312,76.30999755859375,74.81999969482422,76.23999786376953,75.71112060546875,22821600.0
2015-01-21,76.16000366210938,77.30000305175781,75.8499984741211,76.73999786376953,76.2076644897461,25096700.0
2015-01-22,77.16999816894531,77.75,76.68000030517578,77.6500015258789,77.1113510131836,19519500.0
2015-01-23,77.6500015258789,78.19000244140625,77.04000091552734,77.83000183105469,77.29010009765625,16746500.0
2015-01-26,77.9800033569336,78.47000122070312,77.29000091552734,77.5,76.96239471435547,19260800.0
2015-01-27,76.70999908447266,76.87999725341797,75.62999725341797,75.77999877929688,75.25431823730469,20110000.0
2015-01-28,76.9000015258789,77.63999938964844,76.0,76.23999786376953,75.71112060546875,53306400.0
2015-01-29,76.8499984741211,78.0199966430664,74.20999908447266,78.0,77.45893096923828,61293500.0
2015-01-30,78.0,78.16000366210938,75.75,75.91000366210938,75.38343048095703,42649500.0
2015-02-02,76.11000061035156,76.13999938964844,73.75,74.98999786376953,74.46981048583984,41955300.0
2015-02-03,75.19000244140625,75.58000183105469,73.86000061035156,75.4000015258789,74.87696075439453,26957700.0
2015-02-04,75.08999633789062,76.3499984741211,75.01000213623047,75.62999725341797,75.10536193847656,20277400.0
2015-02-05,75.70999908447266,75.9800033569336,75.20999908447266,75.61000061035156,75.08550262451172,15062600.0
2015-02-06,75.68000030517578,75.69999694824219,74.25,74.47000122070312,73.95340728759766,21211000.0
2015-02-09,74.05000305175781,74.83000183105469,73.44999694824219,74.44000244140625,73.92361450195312,16194300.0
2015-02-10,74.8499984741211,75.33999633789062,74.5,75.19000244140625,74.66841888427734,15811300.0
2015-02-11,75.08999633789062,76.75,75.02999877929688,76.51000213623047,75.9792709350586,20877400.0
2015-02-12,76.86000061035156,76.87000274658203,75.88999938964844,76.2300033569336,75.70121765136719,17235000.0
2015-02-13,76.45999908447266,76.4800033569336,75.5,75.73999786376953,75.214599609375,18621900.0
2015-02-17,75.30000305175781,76.91000366210938,75.08000183105469,75.5999984741211,75.07556915283203,25254400.0
2015-02-18,75.94000244140625,76.9000015258789,75.44999694824219,76.70999908447266,76.17786407470703,22426400.0
2015-02-19,76.98999786376953,79.83999633789062,76.94999694824219,79.41999816894531,78.86907196044922,45851200.0
2015-02-20,79.55000305175781,80.33999633789062,79.19999694824219,79.9000015258789,79.34574890136719,36931700.0
